label,group,field,from,to,note,mode,model,cosine_similarity,delta,noise_p95
Ramp format: 15 degC/min,ramp_format_only,ramp_rate,15 °C/min,15 degC/min,,PROJ_both,3-large,0.6551341370487679,0.3448658629512321,3.3306690738754696e-16
Ramp format: 15 degC/min,ramp_format_only,ramp_rate,15 °C/min,15 degC/min,,PROJ_both,matbert,1.0,0.0,-1.1920928955078125e-07
Ramp format: 15 degC/min,ramp_format_only,ramp_rate,15 °C/min,15 degC/min,,DIFF_both,ada-002,0.8449329902932328,0.15506700970676723,7.771561172376096e-16
Ramp format: 15 degC/min,ramp_format_only,ramp_rate,15 °C/min,15 degC/min,,DIFF_both,3-large,0.655474369137562,0.34452563086243804,3.3306690738754696e-16
Ramp format: 15 degC/min,ramp_format_only,ramp_rate,15 °C/min,15 degC/min,,DIFF_both,matbert,0.9999999403953552,5.960464477539063e-08,-1.1920928955078125e-07
Ramp format: 15 degrees C/min,ramp_format_only,ramp_rate,15 °C/min,15 degrees C/min,,RAW,ada-002,0.9998973492921727,0.00010265070782733421,7.771561172376096e-16
Ramp format: 15 degrees C/min,ramp_format_only,ramp_rate,15 °C/min,15 degrees C/min,,RAW,3-large,0.9982792940381542,0.0017207059618458143,3.3306690738754696e-16
Ramp format: 15 degrees C/min,ramp_format_only,ramp_rate,15 °C/min,15 degrees C/min,,RAW,matbert,0.9994868040084839,0.0005131959915161133,-1.1920928955078125e-07
Ramp format: 15 degrees C/min,ramp_format_only,ramp_rate,15 °C/min,15 degrees C/min,,PROJ_ref1,ada-002,0.8906317021089288,0.10936829789107116,7.771561172376096e-16
Ramp format: 15 degrees C/min,ramp_format_only,ramp_rate,15 °C/min,15 degrees C/min,,PROJ_ref1,3-large,0.5219619405400395,0.4780380594599605,3.3306690738754696e-16
Ramp format: 15 degrees C/min,ramp_format_only,ramp_rate,15 °C/min,15 degrees C/min,,PROJ_ref1,matbert,0.6488836407661438,0.3511163592338562,-1.1920928955078125e-07
Ramp format: 15 degrees C/min,ramp_format_only,ramp_rate,15 °C/min,15 degrees C/min,,PROJ_ref2,ada-002,0.8849672030032932,0.11503279699670677,7.771561172376096e-16
Ramp format: 15 degrees C/min,ramp_format_only,ramp_rate,15 °C/min,15 degrees C/min,,PROJ_ref2,3-large,0.696903214920653,0.303096785079347,3.3306690738754696e-16
Ramp format: 15 degrees C/min,ramp_format_only,ramp_rate,15 °C/min,15 degrees C/min,,PROJ_ref2,matbert,0.650051474571228,0.349948525428772,-1.1920928955078125e-07
Ramp format: 15 degrees C/min,ramp_format_only,ramp_rate,15 °C/min,15 degrees C/min,,PROJ_both,ada-002,0.8619868390958503,0.13801316090414972,7.771561172376096e-16
Ramp format: 15 degrees C/min,ramp_format_only,ramp_rate,15 °C/min,15 degrees C/min,,PROJ_both,3-large,0.5496053468435471,0.4503946531564529,3.3306690738754696e-16
Ramp format: 15 degrees C/min,ramp_format_only,ramp_rate,15 °C/min,15 degrees C/min,,PROJ_both,matbert,0.6054309606552124,0.3945690393447876,-1.1920928955078125e-07
Ramp format: 15 degrees C/min,ramp_format_only,ramp_rate,15 °C/min,15 degrees C/min,,DIFF_both,ada-002,0.8620003933642686,0.1379996066357314,7.771561172376096e-16
Ramp format: 15 degrees C/min,ramp_format_only,ramp_rate,15 °C/min,15 degrees C/min,,DIFF_both,3-large,0.549979764835455,0.45002023516454503,3.3306690738754696e-16
Ramp format: 15 degrees C/min,ramp_format_only,ramp_rate,15 °C/min,15 degrees C/min,,DIFF_both,matbert,0.6061776876449585,0.3938223123550415,-1.1920928955078125e-07
Ramp format: 15°C min⁻¹,ramp_format_only,ramp_rate,15 °C/min,15°C min⁻¹,,RAW,ada-002,0.999515867415484,0.00048413258451596164,7.771561172376096e-16
Ramp format: 15°C min⁻¹,ramp_format_only,ramp_rate,15 °C/min,15°C min⁻¹,,RAW,3-large,0.9968567157533448,0.00314328424665522,3.3306690738754696e-16
Ramp format: 15°C min⁻¹,ramp_format_only,ramp_rate,15 °C/min,15°C min⁻¹,,RAW,matbert,0.9998382925987244,0.00016170740127563477,-1.1920928955078125e-07
Ramp format: 15°C min⁻¹,ramp_format_only,ramp_rate,15 °C/min,15°C min⁻¹,,PROJ_ref1,ada-002,0.6350713736883906,0.3649286263116094,7.771561172376096e-16
Ramp format: 15°C min⁻¹,ramp_format_only,ramp_rate,15 °C/min,15°C min⁻¹,,PROJ_ref1,3-large,0.5113932113838369,0.48860678861616313,3.3306690738754696e-16
Ramp format: 15°C min⁻¹,ramp_format_only,ramp_rate,15 °C/min,15°C min⁻¹,,PROJ_ref1,matbert,0.8846520185470581,0.1153479814529419,-1.1920928955078125e-07
Ramp format: 15°C min⁻¹,ramp_format_only,ramp_rate,15 °C/min,15°C min⁻¹,,PROJ_ref2,ada-002,0.6088637589978818,0.3911362410021182,7.771561172376096e-16
Ramp format: 15°C min⁻¹,ramp_format_only,ramp_rate,15 °C/min,15°C min⁻¹,,PROJ_ref2,3-large,0.6589759223592492,0.3410240776407508,3.3306690738754696e-16
Ramp format: 15°C min⁻¹,ramp_format_only,ramp_rate,15 °C/min,15°C min⁻¹,,PROJ_ref2,matbert,0.8665828704833984,0.13341712951660156,-1.1920928955078125e-07
Ramp format: 15°C min⁻¹,ramp_format_only,ramp_rate,15 °C/min,15°C min⁻¹,,PROJ_both,ada-002,0.5611369929850767,0.4388630070149233,7.771561172376096e-16
Ramp format: 15°C min⁻¹,ramp_format_only,ramp_rate,15 °C/min,15°C min⁻¹,,PROJ_both,3-large,0.5500608679072598,0.44993913209274017,3.3306690738754696e-16
Ramp format: 15°C min⁻¹,ramp_format_only,ramp_rate,15 °C/min,15°C min⁻¹,,PROJ_both,matbert,0.8589858412742615,0.14101415872573853,-1.1920928955078125e-07
Ramp format: 15°C min⁻¹,ramp_format_only,ramp_rate,15 °C/min,15°C min⁻¹,,DIFF_both,ada-002,0.5611923559020152,0.4388076440979848,7.771561172376096e-16
Ramp format: 15°C min⁻¹,ramp_format_only,ramp_rate,15 °C/min,15°C min⁻¹,,DIFF_both,3-large,0.5505526684839708,0.4494473315160292,3.3306690738754696e-16
Ramp format: 15°C min⁻¹,ramp_format_only,ramp_rate,15 °C/min,15°C min⁻¹,,DIFF_both,matbert,0.8585728406906128,0.1414271593093872,-1.1920928955078125e-07
Ramp equiv: 0.25 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.25 °C/s,,RAW,ada-002,0.9994311654982979,0.0005688345017020868,7.771561172376096e-16
Ramp equiv: 0.25 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.25 °C/s,,RAW,3-large,0.996150085187542,0.0038499148124579996,3.3306690738754696e-16
Ramp equiv: 0.25 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.25 °C/s,,RAW,matbert,0.999199390411377,0.0008006095886230469,-1.1920928955078125e-07
Ramp equiv: 0.25 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.25 °C/s,,PROJ_ref1,ada-002,0.5994016109614679,0.40059838903853207,7.771561172376096e-16
Ramp equiv: 0.25 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.25 °C/s,,PROJ_ref1,3-large,0.5708654820015517,0.42913451799844826,3.3306690738754696e-16
Ramp equiv: 0.25 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.25 °C/s,,PROJ_ref1,matbert,0.5455483794212341,0.45445162057876587,-1.1920928955078125e-07
Ramp equiv: 0.25 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.25 °C/s,,PROJ_ref2,ada-002,0.5633124671137892,0.43668753288621076,7.771561172376096e-16
Ramp equiv: 0.25 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.25 °C/s,,PROJ_ref2,3-large,0.7144468540331289,0.2855531459668711,3.3306690738754696e-16
Ramp equiv: 0.25 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.25 °C/s,,PROJ_ref2,matbert,0.5015206336975098,0.49847936630249023,-1.1920928955078125e-07
Ramp equiv: 0.25 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.25 °C/s,,PROJ_both,ada-002,0.5178184258633182,0.48218157413668183,7.771561172376096e-16
Ramp equiv: 0.25 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.25 °C/s,,PROJ_both,3-large,0.6313500344383065,0.3686499655616935,3.3306690738754696e-16
Ramp equiv: 0.25 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.25 °C/s,,PROJ_both,matbert,0.4716884195804596,0.5283115804195404,-1.1920928955078125e-07
Ramp equiv: 0.25 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.25 °C/s,,DIFF_both,ada-002,0.5178823313276921,0.4821176686723079,7.771561172376096e-16
Ramp equiv: 0.25 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.25 °C/s,,DIFF_both,3-large,0.6317037996176403,0.36829620038235966,3.3306690738754696e-16
Ramp equiv: 0.25 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.25 °C/s,,DIFF_both,matbert,0.4726182222366333,0.5273817777633667,-1.1920928955078125e-07
Ramp equiv: 0.2500 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.2500 °C/s,,RAW,ada-002,0.9990806147490585,0.0009193852509414846,7.771561172376096e-16
Ramp equiv: 0.2500 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.2500 °C/s,,RAW,3-large,0.9971374003316353,0.0028625996683646626,3.3306690738754696e-16
Ramp equiv: 0.2500 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.2500 °C/s,,RAW,matbert,0.9992735385894775,0.0007264614105224609,-1.1920928955078125e-07
Ramp equiv: 0.2500 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.2500 °C/s,,PROJ_ref1,ada-002,0.490965155208242,0.509034844791758,7.771561172376096e-16
Ramp equiv: 0.2500 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.2500 °C/s,,PROJ_ref1,3-large,0.5716636999513411,0.42833630004865886,3.3306690738754696e-16
Ramp equiv: 0.2500 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.2500 °C/s,,PROJ_ref1,matbert,0.5935793519020081,0.40642064809799194,-1.1920928955078125e-07
Ramp equiv: 0.2500 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.2500 °C/s,,PROJ_ref2,ada-002,0.42546108988977155,0.5745389101102285,7.771561172376096e-16
Ramp equiv: 0.2500 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.2500 °C/s,,PROJ_ref2,3-large,0.7214765988755216,0.2785234011244784,3.3306690738754696e-16
Ramp equiv: 0.2500 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.2500 °C/s,,PROJ_ref2,matbert,0.5444732904434204,0.4555267095565796,-1.1920928955078125e-07
Ramp equiv: 0.2500 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.2500 °C/s,,PROJ_both,ada-002,0.3910296355120754,0.6089703644879245,7.771561172376096e-16
Ramp equiv: 0.2500 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.2500 °C/s,,PROJ_both,3-large,0.6261245038213568,0.37387549617864324,3.3306690738754696e-16
Ramp equiv: 0.2500 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.2500 °C/s,,PROJ_both,matbert,0.5229652523994446,0.4770347476005554,-1.1920928955078125e-07
Ramp equiv: 0.2500 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.2500 °C/s,,DIFF_both,ada-002,0.3911259372689626,0.6088740627310374,7.771561172376096e-16
Ramp equiv: 0.2500 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.2500 °C/s,,DIFF_both,3-large,0.6264895464717369,0.37351045352826306,3.3306690738754696e-16
Ramp equiv: 0.2500 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.2500 °C/s,,DIFF_both,matbert,0.5238876342773438,0.47611236572265625,-1.1920928955078125e-07
Ramp equiv: 0.250 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.250 °C/s,,RAW,ada-002,0.9992239787619996,0.0007760212380003573,7.771561172376096e-16
Ramp equiv: 0.250 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.250 °C/s,,RAW,3-large,0.9964510558386143,0.0035489441613857364,3.3306690738754696e-16
Ramp equiv: 0.250 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.250 °C/s,,RAW,matbert,0.9992055892944336,0.0007944107055664062,-1.1920928955078125e-07
Ramp equiv: 0.250 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.250 °C/s,,PROJ_ref1,ada-002,0.5521110290807236,0.4478889709192764,7.771561172376096e-16
Ramp equiv: 0.250 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.250 °C/s,,PROJ_ref1,3-large,0.5554939758544379,0.44450602414556206,3.3306690738754696e-16
Ramp equiv: 0.250 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.250 °C/s,,PROJ_ref1,matbert,0.5662350654602051,0.4337649345397949,-1.1920928955078125e-07
Ramp equiv: 0.250 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.250 °C/s,,PROJ_ref2,ada-002,0.507303595988136,0.492696404011864,7.771561172376096e-16
Ramp equiv: 0.250 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.250 °C/s,,PROJ_ref2,3-large,0.7057576872999685,0.29424231270003154,3.3306690738754696e-16
Ramp equiv: 0.250 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.250 °C/s,,PROJ_ref2,matbert,0.5201627612113953,0.47983723878860474,-1.1920928955078125e-07
Ramp equiv: 0.250 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.250 °C/s,,PROJ_both,ada-002,0.47045077407676505,0.529549225923235,7.771561172376096e-16
Ramp equiv: 0.250 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.250 °C/s,,PROJ_both,3-large,0.614616898420723,0.385383101579277,3.3306690738754696e-16
Ramp equiv: 0.250 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.250 °C/s,,PROJ_both,matbert,0.4954022169113159,0.5045977830886841,-1.1920928955078125e-07
Ramp equiv: 0.250 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.250 °C/s,,DIFF_both,ada-002,0.47052602810005373,0.5294739718999463,7.771561172376096e-16
Ramp equiv: 0.250 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.250 °C/s,,DIFF_both,3-large,0.614997308079063,0.38500269192093695,3.3306690738754696e-16
Ramp equiv: 0.250 °C/s,ramp_replace_equiv,ramp_rate,15 °C/min,0.250 °C/s,,DIFF_both,matbert,0.49633678793907166,0.5036632120609283,-1.1920928955078125e-07
Ramp equiv: 900 °C/hr,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/hr,,RAW,ada-002,0.9993634551359463,0.0006365448640537341,7.771561172376096e-16
Ramp equiv: 900 °C/hr,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/hr,,RAW,3-large,0.9980697319563528,0.0019302680436471542,3.3306690738754696e-16
Ramp equiv: 900 °C/hr,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/hr,,RAW,matbert,0.999763548374176,0.0002364516258239746,-1.1920928955078125e-07
Ramp equiv: 900 °C/hr,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/hr,,PROJ_ref1,ada-002,0.6240684881085978,0.37593151189140217,7.771561172376096e-16
Ramp equiv: 900 °C/hr,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/hr,,PROJ_ref1,3-large,0.5978367987088649,0.40216320129113514,3.3306690738754696e-16
Ramp equiv: 900 °C/hr,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/hr,,PROJ_ref1,matbert,0.8251333832740784,0.17486661672592163,-1.1920928955078125e-07
Ramp equiv: 900 °C/hr,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/hr,,PROJ_ref2,ada-002,0.5813741396258967,0.4186258603741033,7.771561172376096e-16
Ramp equiv: 900 °C/hr,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/hr,,PROJ_ref2,3-large,0.7435540767054777,0.2564459232945223,3.3306690738754696e-16
Ramp equiv: 900 °C/hr,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/hr,,PROJ_ref2,matbert,0.8220055103302002,0.1779944896697998,-1.1920928955078125e-07
Ramp equiv: 900 °C/hr,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/hr,,PROJ_both,ada-002,0.5524616125527241,0.4475383874472759,7.771561172376096e-16
Ramp equiv: 900 °C/hr,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/hr,,PROJ_both,3-large,0.6387568864932432,0.36124311350675675,3.3306690738754696e-16
Ramp equiv: 900 °C/hr,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/hr,,PROJ_both,matbert,0.7998108267784119,0.20018917322158813,-1.1920928955078125e-07
Ramp equiv: 900 °C/hr,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/hr,,DIFF_both,ada-002,0.5525175707169889,0.4474824292830111,7.771561172376096e-16
Ramp equiv: 900 °C/hr,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/hr,,DIFF_both,3-large,0.6390730691458323,0.3609269308541677,3.3306690738754696e-16
Ramp equiv: 900 °C/hr,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/hr,,DIFF_both,matbert,0.7998007535934448,0.20019924640655518,-1.1920928955078125e-07
Ramp equiv: 900 °C/h,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/h,,RAW,ada-002,0.9994375694385276,0.0005624305614724268,7.771561172376096e-16
Ramp equiv: 900 °C/h,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/h,,RAW,3-large,0.9981479549991688,0.0018520450008312483,3.3306690738754696e-16
Ramp equiv: 900 °C/h,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/h,,RAW,matbert,0.9997415542602539,0.00025844573974609375,-1.1920928955078125e-07
Ramp equiv: 900 °C/h,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/h,,PROJ_ref1,ada-002,0.6258649248630981,0.3741350751369019,7.771561172376096e-16
Ramp equiv: 900 °C/h,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/h,,PROJ_ref1,3-large,0.6090414849651926,0.3909585150348074,3.3306690738754696e-16
Ramp equiv: 900 °C/h,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/h,,PROJ_ref1,matbert,0.8118047118186951,0.18819528818130493,-1.1920928955078125e-07
Ramp equiv: 900 °C/h,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/h,,PROJ_ref2,ada-002,0.5828976412376035,0.41710235876239654,7.771561172376096e-16
Ramp equiv: 900 °C/h,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/h,,PROJ_ref2,3-large,0.7556593597879124,0.24434064021208757,3.3306690738754696e-16
Ramp equiv: 900 °C/h,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/h,,PROJ_ref2,matbert,0.7889926433563232,0.21100735664367676,-1.1920928955078125e-07
Ramp equiv: 900 °C/h,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/h,,PROJ_both,ada-002,0.5476334782482124,0.4523665217517876,7.771561172376096e-16
Ramp equiv: 900 °C/h,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/h,,PROJ_both,3-large,0.6531441651274968,0.34685583487250315,3.3306690738754696e-16
Ramp equiv: 900 °C/h,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/h,,PROJ_both,matbert,0.7731195688247681,0.22688043117523193,-1.1920928955078125e-07
Ramp equiv: 900 °C/h,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/h,,DIFF_both,ada-002,0.5476915723024915,0.45230842769750845,7.771561172376096e-16
Ramp equiv: 900 °C/h,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/h,,DIFF_both,3-large,0.6534582314184848,0.3465417685815152,3.3306690738754696e-16
Ramp equiv: 900 °C/h,ramp_replace_equiv,ramp_rate,15 °C/min,900 °C/h,,DIFF_both,matbert,0.773558497428894,0.22644150257110596,-1.1920928955078125e-07
